member_id,first_name,last_name,email,phone,birth_date,registration_date,city,postal_code,subscription_type
MEM01800,Claire,Petit,claire.petit1800@email.fr,0675475674,1990-01-10,2024-03-09,Strasbourg,67000,Senior
MEM01801,Manon,Leroy,manon.leroy1801@email.fr,0652781724,26/08/1959,13/09/2024,Lille,59000,Student
MEM01802,Camille,Petit,camille.petit1802@email.fr,0686120515,1983-07-20,09/10/2024,Nantes,44000,Basic
MEM01803,David,Richard,david.richard1803@email.fr,0614531191,14/09/1972,2024-08-23,Bordeaux,33000,Student
MEM01804,Anne,Fournier,anne.fournier1804@email.fr,0696583583,1981-08-08,12/02/2024,Bordeaux,33000,Basic
MEM01805,Sophie,Richard,sophie.richard1805@email.fr,0653309532,06/09/1966,02/01/2024,Strasbourg,67000,Premium
MEM01806,Pierre,Petit,pierre.petit1806@email.fr,0698174955,1983-05-16,2023-05-29,Nantes,44000,VIP
MEM01807,Sophie,Martin,sophie.martin1807@email.fr,0652760310,24/12/1950,03/12/2023,Reims,51100,Premium
MEM01808,David,Vincent,david.vincent1808@email.fr,0653159218,2000-05-21,09/03/2023,Toulouse,31000,Student
MEM01809,Anne,Fournier,anne.fournier1809@email.fr,0638477668,05/07/1969,2023-04-16,Bordeaux,33000,Senior
MEM01810,Marc,Fournier,marc.fournier1810@email.fr,0620042733,1987-11-02,29/11/2024,Lille,59000,Student
MEM01811,Nicolas,Simon,nicolas.simon1811@email.fr,0636595298,16/06/1954,20/05/2024,Toulouse,31000,Student
MEM01812,Marie,Leroy,marie.leroy1812@email.fr,0666537506,1961-02-18,2024-04-08,Lyon,69001,Premium
MEM01813,Léa,Simon,léa.simon1813@email.fr,0689345641,19/03/1971,13/08/2024,Strasbourg,67000,Basic
MEM01814,Anne,Martin,anne.martin1814@email.fr,0696391469,1950-06-02,17/04/2024,Lille,59000,VIP
MEM01815,Luc,Lefebvre,luc.lefebvre1815@email.fr,0614967155,29/04/1997,2023-02-10,Bordeaux,33000,VIP
MEM01816,Antoine,Martin,antoine.martin1816@email.fr,0619321973,1958-07-14,01/03/2024,Montpellier,34000,VIP
MEM01817,Marc,Simon,marc.simon1817@email.fr,0656415774,26/02/1957,23/07/2024,Strasbourg,67000,VIP
MEM01818,Laura,Fournier,laura.fournier1818@email.fr,0616318000,1976-10-10,2024-04-10,Strasbourg,67000,Student
MEM01819,Antoine,Thomas,antoine.thomas1819@email.fr,0660184824,21/03/1959,30/01/2023,Lille,59000,Premium
MEM01820,Marie,Martin,marie.martin1820@email.fr,0628620619,1978-12-19,22/03/2024,Lyon,69001,Premium
MEM01821,Claire,Dubois,claire.dubois1821@email.fr,0635657019,04/02/1983,2024-07-04,Reims,51100,Basic
MEM01822,Maxime,Bernard,maxime.bernard1822@email.fr,0644854691,1959-12-10,19/02/2023,Paris,75001,VIP
MEM01823,Pierre,Leroy,pierre.leroy1823@email.fr,0654201786,21/12/2004,24/01/2024,Reims,51100,VIP
MEM01824,Maxime,Richard,maxime.richard1824@email.fr,0628490280,1991-05-02,2023-05-03,Lille,59000,Premium
MEM01825,Nicolas,Robert,nicolas.robert1825@email.fr,0688400641,31/01/1990,15/11/2024,Strasbourg,67000,Basic
MEM01826,Julien,Bertrand,julien.bertrand1826@email.fr,0642282510,1992-11-16,08/11/2024,Lille,59000,Student
MEM01827,Marc,Simon,marc.simon1827@email.fr,0674787744,28/03/1958,2023-09-28,Toulouse,31000,VIP
MEM01828,Maxime,Dubois,maxime.dubois1828@email.fr,0657380159,1971-09-30,06/11/2024,Bordeaux,33000,Premium
MEM01829,Maxime,Dubois,maxime.dubois1829@email.fr,0620085710,29/05/1955,06/08/2023,Montpellier,34000,Basic
MEM01830,Chloé,Petit,chloé.petit1830@email.fr,0672834081,1966-11-10,2024-05-14,Strasbourg,67000,Basic
MEM01831,Nicolas,Petit,nicolas.petit1831@email.fr,0689258668,09/02/1996,17/11/2023,Bordeaux,33000,VIP
MEM01832,Maxime,Garcia,maxime.garcia1832@email.fr,0697951446,1995-04-06,19/04/2023,Marseille,13001,Premium
MEM01833,Julie,Laurent,julie.laurent1833@email.fr,0661751100,31/08/2005,2024-06-09,Montpellier,34000,Premium
MEM01834,Laurent,Petit,laurent.petit1834@email.fr,0619212612,1987-12-16,18/06/2023,Nice,06000,VIP
MEM01835,Alexandre,Thomas,alexandre.thomas1835@email.fr,0629768893,13/08/1959,23/04/2023,Montpellier,34000,Premium
MEM01836,Jean,Garcia,jean.garcia1836@email.fr,0635102710,1952-07-25,2024-05-02,Nice,06000,Senior
MEM01837,David,Laurent,david.laurent1837@email.fr,0645645373,16/05/1999,28/03/2023,Lyon,69001,VIP
MEM01838,Camille,Petit,camille.petit1838@email.fr,0630215880,1995-01-20,17/03/2024,Strasbourg,67000,Senior
MEM01839,Nicolas,Bernard,nicolas.bernard1839@email.fr,0669235732,05/03/1983,2023-04-11,Nice,06000,Basic
MEM01840,Antoine,Lefebvre,antoine.lefebvre1840@email.fr,0666718851,1976-05-17,13/07/2023,Toulouse,31000,Student
MEM01841,Claire,Fournier,claire.fournier1841@email.fr,0647034120,30/06/2004,20/05/2024,Bordeaux,33000,Senior
MEM01842,Camille,Thomas,camille.thomas1842@email.fr,0616693632,1972-05-02,2023-04-24,Rennes,35000,Premium
MEM01843,Sophie,Bernard,sophie.bernard1843@email.fr,0614789956,18/11/1973,02/09/2023,Lille,59000,Basic
MEM01844,Sarah,Thomas,sarah.thomas1844@email.fr,0646971545,2005-08-23,19/02/2024,Toulouse,31000,Student
MEM01845,Laurent,Thomas,laurent.thomas1845@email.fr,0639512907,25/01/1974,2024-05-22,Reims,51100,Premium
MEM01846,Claire,Petit,claire.petit1846@email.fr,0656658526,1975-11-02,02/09/2024,Rennes,35000,VIP
MEM01847,Manon,Martin,manon.martin1847@email.fr,0622649023,24/02/1995,29/09/2024,Marseille,13001,Student
MEM01848,Manon,Moreau,manon.moreau1848@email.fr,0642026965,1978-04-09,2024-11-28,Marseille,13001,Basic
MEM01849,Claire,Richard,claire.richard1849@email.fr,0654581131,22/09/1962,14/01/2023,Montpellier,34000,Student
MEM01850,Camille,Simon,camille.simon1850@email.fr,0612795332,1973-09-02,20/03/2023,Marseille,13001,Premium
MEM01851,Chloé,Martin,chloé.martin1851@email.fr,0689726022,05/07/1992,2024-08-20,Nantes,44000,Basic
MEM01852,Laura,Durand,laura.durand1852@email.fr,0673427036,1954-01-20,18/01/2023,Lyon,69001,Senior
MEM01853,Chloé,Moreau,chloé.moreau1853@email.fr,0640640252,21/02/1995,21/06/2023,Bordeaux,33000,Premium
MEM01854,Sophie,Thomas,sophie.thomas1854@email.fr,0650883024,1980-02-12,2024-04-08,Reims,51100,Student
MEM01855,Manon,Laurent,manon.laurent1855@email.fr,0683244637,24/08/1993,17/09/2023,Nice,06000,VIP
MEM01856,David,Martin,david.martin1856@email.fr,0657328711,1979-12-10,14/06/2024,Nice,06000,Senior
MEM01857,Laura,Thomas,laura.thomas1857@email.fr,0646230390,03/08/1996,2024-10-17,Rennes,35000,Basic
MEM01858,Luc,Michel,luc.michel1858@email.fr,0639562206,1962-09-16,01/01/2024,Rennes,35000,Student
MEM01859,Jean,Durand,jean.durand1859@email.fr,0687522039,22/08/1988,04/01/2024,Reims,51100,Premium
MEM01860,Manon,Dubois,manon.dubois1860@email.fr,0636017047,1959-09-07,2023-10-08,Strasbourg,67000,Senior
MEM01861,David,Bertrand,david.bertrand1861@email.fr,0633481693,18/04/1981,06/12/2023,Nice,06000,Student
MEM01862,Alexandre,Michel,alexandre.michel1862@email.fr,0647077262,1967-02-05,12/02/2023,Nice,06000,Senior
MEM01863,Julien,Simon,julien.simon1863@email.fr,0692190565,20/11/1988,2024-04-10,Lyon,69001,Senior
MEM01864,Emma,Moreau,emma.moreau1864@email.fr,0624789528,1994-10-05,31/05/2023,Paris,75001,Student
MEM01865,Chloé,Robert,chloé.robert1865@email.fr,0680220858,18/12/2005,25/07/2024,Nice,06000,Premium
MEM01866,Anne,David,anne.david1866@email.fr,0648689596,1976-06-10,2023-01-16,Lyon,69001,Student
MEM01867,Marie,Petit,marie.petit1867@email.fr,0647985938,27/01/1961,24/02/2023,Lille,59000,Student
MEM01868,Anne,Martin,anne.martin1868@email.fr,0667756952,1950-01-22,21/02/2023,Nantes,44000,VIP
MEM01869,Luc,Laurent,luc.laurent1869@email.fr,0648019256,22/04/2000,2023-06-08,Bordeaux,33000,Basic
MEM01870,Maxime,Leroy,maxime.leroy1870@email.fr,0629145387,1967-08-26,18/03/2024,Reims,51100,Senior
MEM01871,Pierre,Moreau,pierre.moreau1871@email.fr,0639374592,14/06/1992,30/12/2023,Paris,75001,Premium
MEM01872,Chloé,Lefebvre,chloé.lefebvre1872@email.fr,0666715484,1958-10-21,2023-09-25,Strasbourg,67000,VIP
MEM01873,Léa,Moreau,léa.moreau1873@email.fr,0633260196,05/02/1989,26/11/2024,Lille,59000,VIP
MEM01874,Alexandre,Robert,alexandre.robert1874@email.fr,0636777331,1962-03-05,02/03/2024,Nice,06000,Senior
MEM01875,Thomas,Moreau,thomas.moreau1875@email.fr,0650935883,04/09/1976,2024-08-03,Lyon,69001,Student
MEM01876,Sarah,Richard,sarah.richard1876@email.fr,0660461294,1958-08-14,22/05/2023,Strasbourg,67000,Senior
MEM01877,David,Simon,david.simon1877@email.fr,0677620927,29/01/1982,24/04/2024,Rennes,35000,VIP
MEM01878,Camille,Garcia,camille.garcia1878@email.fr,0666439314,1991-05-21,2023-01-29,Strasbourg,67000,Senior
MEM01879,Jean,Michel,jean.michel1879@email.fr,0621868737,12/03/2005,06/11/2023,Marseille,13001,Premium
MEM01880,Alexandre,Bertrand,alexandre.bertrand1880@email.fr,0660078131,2005-09-14,10/07/2024,Marseille,13001,Senior
MEM01881,Anne,Bernard,anne.bernard1881@email.fr,0662701842,24/02/1986,2024-11-17,Marseille,13001,Basic
MEM01882,David,Bertrand,david.bertrand1882@email.fr,0671769783,1957-08-06,26/02/2023,Paris,75001,VIP
MEM01883,Antoine,Thomas,antoine.thomas1883@email.fr,0654759391,27/09/1958,25/10/2023,Lille,59000,Senior
MEM01884,Laura,Simon,laura.simon1884@email.fr,0618169131,2002-06-13,2024-11-21,Lyon,69001,Senior
MEM01885,Manon,Bernard,manon.bernard1885@email.fr,0637523284,07/12/1962,29/07/2024,Bordeaux,33000,Student
MEM01886,Luc,Durand,luc.durand1886@email.fr,0695854802,1976-12-29,05/10/2024,Marseille,13001,VIP
MEM01887,Manon,Martin,manon.martin1887@email.fr,0675089577,03/01/1968,2023-04-28,Lille,59000,Basic
MEM01888,Jean,Robert,jean.robert1888@email.fr,0691039410,1996-08-20,10/04/2023,Lyon,69001,Premium
MEM01889,Thomas,Thomas,thomas.thomas1889@email.fr,0673584629,19/05/1995,30/03/2024,Paris,75001,Student
MEM01890,Marie,Thomas,marie.thomas1890@email.fr,0650255085,1993-05-25,2023-07-08,Strasbourg,67000,Premium
MEM01891,Sarah,Leroy,sarah.leroy1891@email.fr,0692243262,25/05/1989,04/11/2024,Rennes,35000,Senior
MEM01892,Sophie,Michel,sophie.michel1892@email.fr,0629628855,1951-12-11,09/07/2023,Rennes,35000,Premium
MEM01893,Manon,Durand,manon.durand1893@email.fr,0632921098,17/01/1999,2023-07-25,Bordeaux,33000,Student
MEM01894,Laura,Moreau,laura.moreau1894@email.fr,0648849191,1958-12-22,25/08/2024,Rennes,35000,Student
MEM01895,Emma,Leroy,emma.leroy1895@email.fr,0662504528,19/08/1959,20/04/2024,Strasbourg,67000,Student
MEM01896,Camille,Robert,camille.robert1896@email.fr,0613754158,1991-01-03,2023-05-04,Nice,06000,Senior
MEM01897,Laurent,Martin,laurent.martin1897@email.fr,0687918501,21/01/1953,22/10/2024,Nice,06000,Senior
MEM01898,David,Bernard,david.bernard1898@email.fr,0657610634,1991-12-24,14/04/2024,Marseille,13001,VIP
MEM01899,Jean,Richard,jean.richard1899@email.fr,0658016078,23/02/1995,2023-08-04,Bordeaux,33000,VIP
MEM01900,Maxime,Bertrand,maxime.bertrand1900@email.fr,0662428709,1955-08-19,28/06/2023,Bordeaux,33000,Premium
MEM01901,Emma,Vincent,emma.vincent1901@email.fr,0655538877,25/07/1962,13/10/2023,Montpellier,34000,VIP
MEM01902,Laurent,Dubois,laurent.dubois1902@email.fr,0696588420,1983-10-12,2024-04-28,Montpellier,34000,Senior
MEM01903,Chloé,Richard,chloé.richard1903@email.fr,0687314639,26/06/1995,05/11/2024,Reims,51100,Senior
MEM01904,Marc,Robert,marc.robert1904@email.fr,0653496826,2002-02-06,23/12/2023,Lille,59000,Senior
MEM01905,Léa,Lefebvre,léa.lefebvre1905@email.fr,0619069088,25/08/1952,2023-06-12,Paris,75001,Premium
MEM01906,Sophie,Thomas,sophie.thomas1906@email.fr,0677032883,1992-09-28,28/11/2023,Rennes,35000,Premium
MEM01907,Manon,Durand,manon.durand1907@email.fr,0624150817,16/06/1984,06/03/2024,Marseille,13001,Basic
MEM01908,Marie,Fournier,marie.fournier1908@email.fr,0643619373,1953-05-11,2023-03-16,Lyon,69001,Student
MEM01909,Emma,Fournier,emma.fournier1909@email.fr,0694730853,13/08/1965,25/11/2023,Paris,75001,Basic
MEM01910,Maxime,Garcia,maxime.garcia1910@email.fr,0660684499,2001-06-23,23/07/2024,Marseille,13001,Premium
MEM01911,Thomas,Leroy,thomas.leroy1911@email.fr,0675914731,01/09/1975,2023-08-19,Montpellier,34000,Premium
MEM01912,Manon,Richard,manon.richard1912@email.fr,0668258950,1967-04-03,30/03/2023,Bordeaux,33000,Senior
MEM01913,Jean,Thomas,jean.thomas1913@email.fr,0637318624,11/08/1962,06/01/2023,Paris,75001,VIP
MEM01914,Camille,Vincent,camille.vincent1914@email.fr,0683360838,1980-07-26,2023-07-09,Lyon,69001,Senior
MEM01915,Laura,Petit,laura.petit1915@email.fr,0637846793,02/07/1992,27/05/2024,Lille,59000,VIP
MEM01916,Emma,Fournier,emma.fournier1916@email.fr,0684987083,1956-01-10,25/03/2024,Marseille,13001,Student
MEM01917,Antoine,Lefebvre,antoine.lefebvre1917@email.fr,0619511690,04/01/1957,2023-05-11,Lille,59000,Senior
MEM01918,Anne,Thomas,anne.thomas1918@email.fr,0625827960,1970-09-08,22/02/2023,Montpellier,34000,Senior
MEM01919,Sarah,Simon,sarah.simon1919@email.fr,0613025600,04/01/1976,15/09/2023,Toulouse,31000,Student
MEM01920,Maxime,Laurent,maxime.laurent1920@email.fr,0619120472,1975-11-05,2023-03-18,Marseille,13001,Senior
MEM01921,Alexandre,Durand,alexandre.durand1921@email.fr,0679492537,11/11/1994,16/11/2023,Lille,59000,Student
MEM01922,Léa,Bernard,léa.bernard1922@email.fr,0683275043,1959-12-13,19/08/2024,Reims,51100,Student
MEM01923,Marc,Martin,marc.martin1923@email.fr,0614331840,22/10/1987,2023-09-25,Nantes,44000,Premium
MEM01924,Nicolas,Bernard,nicolas.bernard1924@email.fr,0628695003,1999-01-30,04/12/2023,Toulouse,31000,Basic
MEM01925,Julie,David,julie.david1925@email.fr,0619786069,22/09/2004,06/02/2023,Lille,59000,VIP
MEM01926,Pierre,Michel,pierre.michel1926@email.fr,0690282015,2004-12-11,2023-03-24,Reims,51100,Senior
MEM01927,Laura,Robert,laura.robert1927@email.fr,0646307023,29/09/1953,17/04/2023,Reims,51100,Basic
MEM01928,Laura,Bertrand,laura.bertrand1928@email.fr,0640231877,1981-06-04,17/03/2024,Rennes,35000,Student
MEM01929,Anne,Durand,anne.durand1929@email.fr,0612878065,13/05/1952,2023-07-20,Paris,75001,Senior
MEM01930,Léa,Lefebvre,léa.lefebvre1930@email.fr,0612428651,1993-04-04,23/02/2023,Bordeaux,33000,Student
MEM01931,Laurent,Robert,laurent.robert1931@email.fr,0667675860,17/04/1988,16/07/2024,Reims,51100,Premium
MEM01932,Sophie,Garcia,sophie.garcia1932@email.fr,0625836692,1982-12-28,2023-12-27,Lille,59000,Premium
MEM01933,Nicolas,Michel,nicolas.michel1933@email.fr,0617774227,26/10/1970,05/04/2023,Toulouse,31000,Senior
MEM01934,Jean,Durand,jean.durand1934@email.fr,0665440710,1998-02-08,04/08/2024,Reims,51100,Basic
MEM01935,Jean,Durand,jean.durand1935@email.fr,0617634795,31/01/1955,2023-05-10,Lyon,69001,Student
MEM01936,Claire,Moreau,claire.moreau1936@email.fr,0615867922,1981-05-15,08/09/2024,Nantes,44000,Premium
MEM01937,Anne,Robert,anne.robert1937@email.fr,0691352565,12/12/1992,04/11/2024,Strasbourg,67000,Basic
MEM01938,Chloé,Dubois,chloé.dubois1938@email.fr,0620251264,1998-10-10,2023-07-30,Nice,06000,Student
MEM01939,Maxime,Laurent,maxime.laurent1939@email.fr,0639566459,27/02/1977,11/01/2024,Montpellier,34000,Senior
MEM01940,Anne,Durand,anne.durand1940@email.fr,0680711829,1978-08-10,08/07/2024,Nice,06000,Senior
MEM01941,Sophie,Bernard,sophie.bernard1941@email.fr,0656524622,16/10/2005,2024-05-12,Strasbourg,67000,VIP
MEM01942,Pierre,Petit,pierre.petit1942@email.fr,0628405476,1970-09-07,09/11/2023,Bordeaux,33000,Senior
MEM01943,Thomas,Thomas,thomas.thomas1943@email.fr,0659981337,26/09/1962,06/02/2023,Reims,51100,Premium
MEM01944,Maxime,Garcia,maxime.garcia1944@email.fr,0697229186,1960-04-01,2023-01-22,Montpellier,34000,Student
MEM01945,Marie,Leroy,marie.leroy1945@email.fr,0647308143,19/06/1984,04/11/2023,Lille,59000,Basic
MEM01946,Marie,Leroy,marie.leroy1946@email.fr,0691838954,1994-06-10,20/01/2023,Strasbourg,67000,Student
MEM01947,Laurent,Garcia,laurent.garcia1947@email.fr,0615961354,16/06/1968,2024-01-24,Toulouse,31000,Premium
MEM01948,Chloé,Michel,chloé.michel1948@email.fr,0681469858,1977-05-18,02/02/2023,Paris,75001,Senior
MEM01949,Emma,Martin,emma.martin1949@email.fr,0691703604,21/07/1973,28/08/2024,Nantes,44000,Premium
MEM01950,Jean,Simon,jean.simon1950@email.fr,0693420414,1988-05-10,2023-02-28,Strasbourg,67000,Basic
MEM01951,Sarah,Lefebvre,sarah.lefebvre1951@email.fr,0648576654,02/08/1991,10/03/2024,Bordeaux,33000,Senior
MEM01952,Manon,Vincent,manon.vincent1952@email.fr,0679647305,1964-08-01,26/01/2024,Nice,06000,Student
MEM01953,Manon,Durand,manon.durand1953@email.fr,0627699655,08/03/1975,2024-11-29,Paris,75001,VIP
MEM01954,Pierre,Durand,pierre.durand1954@email.fr,0682853994,1980-04-13,07/08/2024,Nice,06000,Student
MEM01955,Marie,Fournier,marie.fournier1955@email.fr,0646811880,10/02/1974,06/11/2024,Nantes,44000,VIP
MEM01956,Antoine,Fournier,antoine.fournier1956@email.fr,0611656128,1977-07-14,2024-08-05,Lyon,69001,VIP
MEM01957,Marc,Richard,marc.richard1957@email.fr,0669566993,20/07/1951,26/03/2024,Montpellier,34000,Basic
MEM01958,David,Bernard,david.bernard1958@email.fr,0658147073,1999-12-08,12/08/2023,Montpellier,34000,Student
MEM01959,Marie,Vincent,marie.vincent1959@email.fr,0620676603,03/10/2004,2024-07-18,Nice,06000,VIP
MEM01960,Pierre,Garcia,pierre.garcia1960@email.fr,0634132872,1974-10-10,23/09/2023,Nice,06000,Student
MEM01961,Luc,Durand,luc.durand1961@email.fr,0694602558,07/03/1963,24/09/2024,Marseille,13001,Basic
MEM01962,Julie,Thomas,julie.thomas1962@email.fr,0697859036,1966-07-13,2024-12-01,Paris,75001,Senior
MEM01963,David,Vincent,david.vincent1963@email.fr,0652591907,26/08/1999,22/08/2023,Paris,75001,Basic
MEM01964,Maxime,Leroy,maxime.leroy1964@email.fr,0644553693,1981-09-13,07/07/2024,Paris,75001,Basic
MEM01965,Léa,Durand,léa.durand1965@email.fr,0656939919,13/12/1956,2024-06-03,Lyon,69001,Student
MEM01966,Sophie,Bertrand,sophie.bertrand1966@email.fr,0620395193,1968-04-22,30/11/2023,Toulouse,31000,Senior
MEM01967,Emma,Michel,emma.michel1967@email.fr,0619582229,05/04/1988,17/10/2023,Rennes,35000,Premium
MEM01968,Jean,Simon,jean.simon1968@email.fr,0691465696,1980-01-20,2024-02-22,Nantes,44000,VIP
MEM01969,Laura,Moreau,laura.moreau1969@email.fr,0693472202,20/05/1964,13/01/2024,Paris,75001,Basic
MEM01970,Anne,Robert,anne.robert1970@email.fr,0689353203,1959-07-14,15/09/2024,Paris,75001,Premium
MEM01971,Nicolas,Bertrand,nicolas.bertrand1971@email.fr,0678207069,12/11/1980,2023-08-09,Lille,59000,Student
MEM01972,Alexandre,Bernard,alexandre.bernard1972@email.fr,0698189010,1963-06-19,26/01/2024,Reims,51100,Basic
MEM01973,Pierre,Durand,pierre.durand1973@email.fr,0685887023,15/07/2001,07/10/2024,Bordeaux,33000,Senior
MEM01974,Manon,Michel,manon.michel1974@email.fr,0682338977,1960-11-16,2024-06-24,Reims,51100,Basic
MEM01975,Léa,David,léa.david1975@email.fr,0698476025,06/09/1996,27/03/2024,Bordeaux,33000,VIP
MEM01976,Marc,Petit,marc.petit1976@email.fr,0687207907,1971-11-23,03/12/2023,Nice,06000,Premium
MEM01977,Emma,Durand,emma.durand1977@email.fr,0671179282,09/05/1960,2023-09-04,Nantes,44000,Student
MEM01978,Manon,Michel,manon.michel1978@email.fr,0658570867,1981-07-30,27/07/2024,Lyon,69001,Senior
MEM01979,Pierre,Laurent,pierre.laurent1979@email.fr,0697688458,18/04/2004,24/08/2023,Montpellier,34000,Student
MEM01980,Camille,Durand,camille.durand1980@email.fr,0686415823,1998-03-26,2023-09-08,Marseille,13001,Student
MEM01981,Chloé,Vincent,chloé.vincent1981@email.fr,0699375941,29/04/2004,24/09/2023,Marseille,13001,VIP
MEM01982,Nicolas,Simon,nicolas.simon1982@email.fr,0625832863,1986-08-25,07/03/2024,Lyon,69001,Senior
MEM01983,Luc,Vincent,luc.vincent1983@email.fr,0676330432,10/10/1967,2023-07-04,Rennes,35000,Student
MEM01984,Jean,Richard,jean.richard1984@email.fr,0626212004,1973-08-18,21/07/2024,Strasbourg,67000,Student
MEM01985,Manon,Thomas,manon.thomas1985@email.fr,0626964845,14/09/1988,25/01/2023,Paris,75001,Premium
MEM01986,Pierre,Robert,pierre.robert1986@email.fr,0679108317,1984-10-26,2024-03-08,Bordeaux,33000,VIP
MEM01987,Luc,Lefebvre,luc.lefebvre1987@email.fr,0684751326,27/04/1976,02/05/2023,Toulouse,31000,VIP
MEM01988,Nicolas,Vincent,nicolas.vincent1988@email.fr,0691706040,1959-09-02,16/02/2023,Lille,59000,Basic
MEM01989,Manon,Laurent,manon.laurent1989@email.fr,0670249712,08/05/1990,2024-03-22,Strasbourg,67000,VIP
MEM01990,Laura,Robert,laura.robert1990@email.fr,0634622346,2002-11-22,05/06/2024,Reims,51100,Basic
MEM01991,Luc,Martin,luc.martin1991@email.fr,0689665373,09/03/1983,21/11/2024,Lille,59000,Student
MEM01992,Laurent,Simon,laurent.simon1992@email.fr,0668866156,1995-08-21,2024-08-25,Marseille,13001,VIP
MEM01993,Sophie,Durand,sophie.durand1993@email.fr,0649909444,08/08/1980,19/02/2023,Montpellier,34000,Senior
MEM01994,Julien,Bertrand,julien.bertrand1994@email.fr,0687823224,1988-04-12,20/10/2023,Bordeaux,33000,VIP
MEM01995,Laurent,Simon,laurent.simon1995@email.fr,0633946564,06/10/1953,2023-08-04,Marseille,13001,Student
MEM01996,Julien,Leroy,julien.leroy1996@email.fr,0687193691,1978-03-16,12/04/2023,Lille,59000,VIP
MEM01997,Anne,Richard,anne.richard1997@email.fr,0625911656,27/07/1974,13/05/2024,Nice,06000,Student
MEM01998,Julie,Richard,julie.richard1998@email.fr,0648718971,2004-05-19,2023-04-19,Nice,06000,Premium
MEM01999,Chloé,Leroy,chloé.leroy1999@email.fr,0628925119,22/07/1968,19/07/2024,Lyon,69001,Senior
MEM02000,Claire,Martin,claire.martin2000@email.fr,0690314752,1998-06-07,04/07/2024,Paris,75001,Premium
MEM02001,Jean,David,jean.david2001@email.fr,0613459771,23/03/1968,2023-10-16,Nantes,44000,Senior
MEM02002,Camille,Garcia,camille.garcia2002@email.fr,0679913195,1990-09-19,30/10/2023,Marseille,13001,Basic
MEM02003,Maxime,Thomas,maxime.thomas2003@email.fr,0669647037,02/04/1994,27/09/2023,Strasbourg,67000,Basic
MEM02004,Luc,Leroy,luc.leroy2004@email.fr,0699753485,1981-09-25,2023-03-22,Lyon,69001,Premium
MEM02005,Manon,Dubois,manon.dubois2005@email.fr,0653904728,29/06/1995,10/12/2023,Marseille,13001,VIP
MEM02006,David,Bertrand,david.bertrand2006@email.fr,0619943990,1978-03-30,09/02/2023,Reims,51100,Student
MEM02007,Sophie,Bertrand,sophie.bertrand2007@email.fr,0652617779,29/01/2000,2024-11-07,Toulouse,31000,Basic
MEM02008,Antoine,Martin,antoine.martin2008@email.fr,0643005982,2002-08-09,21/01/2024,Marseille,13001,Premium
MEM02009,Chloé,Petit,chloé.petit2009@email.fr,0645606090,03/08/1963,11/05/2024,Montpellier,34000,Premium
MEM02010,Manon,David,manon.david2010@email.fr,0647929886,1967-10-25,2024-10-12,Marseille,13001,Basic
MEM02011,Julien,Petit,julien.petit2011@email.fr,0610429189,14/01/1956,17/05/2024,Strasbourg,67000,Senior
MEM02012,Léa,Petit,léa.petit2012@email.fr,0633906194,1987-07-08,27/09/2023,Paris,75001,Senior
MEM02013,Laurent,Vincent,laurent.vincent2013@email.fr,0641503019,14/04/1981,2024-05-10,Rennes,35000,Senior
MEM02014,Chloé,Richard,chloé.richard2014@email.fr,0650278816,1976-03-17,15/11/2024,Toulouse,31000,Student
MEM02015,Laura,Lefebvre,laura.lefebvre2015@email.fr,0690241009,02/10/1998,07/05/2024,Nantes,44000,VIP
MEM02016,Sophie,Durand,sophie.durand2016@email.fr,0625081699,1987-08-24,2024-04-02,Nice,06000,VIP
MEM02017,Julie,Michel,julie.michel2017@email.fr,0625544987,11/09/1991,23/11/2023,Marseille,13001,Basic
MEM02018,Emma,Lefebvre,emma.lefebvre2018@email.fr,0627187635,1993-11-20,07/09/2024,Montpellier,34000,Student
MEM02019,Chloé,Durand,chloé.durand2019@email.fr,0613887287,14/01/1974,2024-06-03,Nice,06000,Premium
MEM02020,Camille,Bernard,camille.bernard2020@email.fr,0685464898,1973-06-21,22/11/2024,Nantes,44000,VIP
MEM02021,Camille,Lefebvre,camille.lefebvre2021@email.fr,0669317732,07/10/1985,24/09/2023,Strasbourg,67000,Basic
MEM02022,Marc,David,marc.david2022@email.fr,0639386729,1954-02-04,2023-11-12,Nantes,44000,Student
MEM02023,Camille,Durand,camille.durand2023@email.fr,0686840413,02/02/1998,31/07/2023,Marseille,13001,Basic
MEM02024,Léa,Fournier,léa.fournier2024@email.fr,0654249461,2004-04-10,06/07/2024,Marseille,13001,Basic
MEM02025,Manon,Martin,manon.martin2025@email.fr,0660893769,26/11/1979,2023-12-28,Lyon,69001,Senior
MEM02026,Pierre,Bernard,pierre.bernard2026@email.fr,0679611890,1982-06-27,02/07/2024,Toulouse,31000,Premium
MEM02027,Claire,Roux,claire.roux2027@email.fr,0663086639,29/07/1970,25/10/2023,Reims,51100,Premium
MEM02028,Emma,Simon,emma.simon2028@email.fr,0665484975,1999-08-11,2023-09-12,Toulouse,31000,Basic
MEM02029,Marie,Martin,marie.martin2029@email.fr,0680673067,29/12/1994,12/02/2024,Lyon,69001,Student
MEM02030,Marie,Richard,marie.richard2030@email.fr,0647995659,1952-03-05,24/08/2023,Nice,06000,Premium
MEM02031,Marie,Leroy,marie.leroy2031@email.fr,0626595059,14/12/1985,2023-05-15,Strasbourg,67000,VIP
